 ,sa_score,logp,qed,heavy_atom_count,molecular_weight,h_bond_donors,h_bond_acceptors,lipinski_violations,pass_lipinski,ring_3_count,ring_3_prob,ring_4_count,ring_4_prob,ring_5_count,ring_5_prob,ring_6_count,ring_6_prob,ring_7_count,ring_7_prob,ring_8_count,ring_8_prob,ring_9_count,ring_9_prob,ring_10_count,ring_10_prob,ring_11_count,ring_11_prob,total_rings,error
C1=C2C(=C[C@H]3C4=C(NNC4=N2)[C@@H](c2ccccc2)N3)CC(=C1)CCO,4.471408732,1.9963,0.683370445,25,332.1637113,4,5,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
c1(cc2cc(ccc2cc1C)CC(=O)O)Cl,1.894752671,3.42872,0.86453461,16,234.0447573,1,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1C(=C[C@@H](O)C(=C1)NC[C@@H](c1ccccc1)C)O,3.791817706,2.4701,0.763503549,18,245.1415788,3,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1c(cccc1)OC(=N)C1=CC=CC2=CNC(=CC2=C1O)Cl,3.505934346,3.91827,0.440391121,22,312.0665553,3,4,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
C1=C(c2ccccc2)C=NC(=N)C1,2.995379021,2.52177,0.671996401,13,170.0843983,1,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1=C[C@@H](C2=N[C@H]3c4c(cnc(OC)n4)NC3=CC2=C1)OC,4.749356783,1.8015,0.895473066,21,282.1116757,1,6,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C1CCC2=C(C1)N=CN1c3c(ccc(c3)O)C[C@@H]21,3.61078497,2.9933,0.756359914,18,240.1262631,1,3,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
N1N(C(=O)NC1=C[C@@H]1C=C2N[C@@H]3OC(=O)COc4cccc([C@@H]2C=C1)c34)C,5.162356364,1.3785,0.513775319,27,366.1328051,3,6,0,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
c12c(C3=CC(=CCC3=CC1)[C@@H]1CCN(C1)CN)c(c1nc(cnc1n2)c1ccccc1)C,3.980996237,4.43432,0.677404143,32,421.2266459,1,5,0,TRUE,0,0,0,0,1,0.166666667,5,0.833333333,0,0,0,0,0,0,0,0,0,0,6,
Cc1cc(cnc1C=N)N1C(=O)CN(C=C1)CC(=O)N,3.711347963,-0.00721,0.752968639,20,273.1225747,2,5,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1=C2C=C3CCNCCO[C@@H]3[C@@H](N)C2=NC=C[C@H]1OC,5.000526181,0.5419,0.732763543,20,275.1633769,2,5,0,TRUE,0,0,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,3,
N=C([C@@H]1[C@@H](CCC1=NC1=C[C@H]2[C@](C)(F)C(CC[C@@H]2CC1)(F)F)c1ccccc1Cl)N,5.026006348,6.27797,0.423996237,30,437.1845602,2,2,1,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
c1c(cc([C@@H]2[C@H](C=CCC=C2)N)cc1)CC,3.551938775,3.176,0.750189994,16,213.1517496,1,1,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
O=C=C1C=C(C(=N)N=C1)c1ccccc1,3.44152167,1.88967,0.684917268,15,196.0636629,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
N(C(F)F)(CF)[C@H]1N=C(n2c(c([nH]c2=O)[C@@H]2c3c(cc(OC)cc3)CC2)C)NC1,4.524824266,2.15652,0.742629174,29,409.1725596,2,6,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
C1(=C2C(=C3[C@H]([C@H](N[C@@H]3C=C1)c1c(O)cccc1)C)OC[C@@H]2C)C,4.559692797,3.8479,0.827768256,23,309.172879,2,3,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
[nH]1c(=O)n(NC)c(c1)N=CC1=CCC=CC(=C1)CCN,4.177135229,1.2135,0.704594667,20,273.1589602,3,5,0,TRUE,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,2,
C[C@H]1C(=Cc2c([nH]c(=O)c3C(=C(F)Cc23)F)C=C1)C,4.477704973,3.6048,0.760010603,19,261.0965205,1,1,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
N(=c1[nH]cc(cc1)F)C1=CC2=CC(=CC[C@@H]2C=N1)O,4.861371875,2.3685,0.796781105,19,257.0964402,2,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1C2=C([C@@H](C)C3=C1CC(=NC3=O)N=C1NCCNCC1)C=CCC(=C2)C(=N)NO,5.140162061,1.77197,0.263581352,29,394.2117241,5,5,0,TRUE,0,0,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,4,
c12c(NCN1)cc(nc2)CC=N[C@H]1N=C(C)[C@H](C(=C1)F)Cl,5.096909204,2.7512,0.666551688,21,307.1000014,2,5,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
N1C2=C(N=NCC1)NC(=C(c1cc(c(cc1)O)O)CN)N2,3.916668236,0.0999,0.428418928,21,288.1334738,6,8,1,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
O=c1[nH]c(C)ccc1C1=CC=C([C@H](C(=C1)C)CC)F,3.760657932,3.90622,0.857885027,19,259.1372424,1,1,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
C1=CC(=C[C@@H]2[C@@H]1[C@@H](c1c2ccn(C)c1=O)O)OC,4.362176337,1.2322,0.809342597,18,245.1051933,1,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1(=NN2C=C(CCC(=C2N1)C1=NCC=C(OC)C1)C1=CC[C@@H](O)CC1)C,4.703179945,2.9605,0.817496142,26,354.2055761,2,6,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c12ccccc1c1c([nH]2)NC2=NC3=C(CN12)C=CCC=N3,3.85978428,3.0117,0.776186898,21,275.1170954,2,4,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
C1[C@@H](C(=O)N)[C@H]([C@@H](c2ccc(C(=O)O)cc2)C)C[C@@H]1c1ccc(c(O)c1)O,3.669490251,3.1948,0.603218967,27,369.1576228,4,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1CCN[C@@H]1C(=O)c1c(N)c2ccc(cc2cc1)CN,2.962718461,1.8154,0.58616482,20,269.1528122,3,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c12N=C(CNc1cc1CCCCc1c2)CC,2.982591683,3.4734,0.760164023,16,214.1469986,1,2,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C([C@@H](O)CO)c1ccccc1,2.01862301,0.5823,0.664861741,11,152.0837296,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1=CC=CC=C2CC3=CC=C(C=CC3=C12)O,3.80905093,3.6772,0.643498237,16,208.088815,1,1,0,TRUE,0,0,0,0,1,0.333333333,0,0,2,0.666666667,0,0,0,0,0,0,0,0,3,
[C@@H]12C(=CCC=C2)CC(=C2NN[C@H](Cl)C2)S1,5.341406604,2.6526,0.386822159,15,240.0487971,2,3,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
[C@@H]12c3cc(ccc3NC1=C[C@H](F)C(=C2)N)OC,4.111339281,2.2825,0.780531773,17,232.1011913,2,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1(cc(ccc1)F)C1=C([C@H](O)[C@H]2C3=C[C@H](c4c(N3NC2=C1)ccc(O)c4)C)F,4.48572021,4.1123,0.69694754,28,380.1336343,3,4,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
c12C3=C(Cc1[nH]c1cc4[C@@H](CCc4cc21)C(=O)C)CC1=C3C=CCC=C1,4.220542277,5.3128,0.749892498,26,339.1623143,1,1,1,TRUE,0,0,0,0,4,0.666666667,1,0.166666667,1,0.166666667,0,0,0,0,0,0,0,0,6,
C1C2=C3C=CCC=C3C[C@@H]2CC1=C1C(=O)C=C(N)C=C1,4.368183323,3.2611,0.681607561,20,263.1310142,1,2,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C12=C3[C@H](NN[C@H]3C3=C(C1)[C@@H](N(N)C3)C)c1c(C2)cc2CCCc2n1,5.12649477,1.2186,0.495202261,24,321.1953457,3,5,0,TRUE,0,0,0,0,3,0.5,3,0.5,0,0,0,0,0,0,0,0,0,0,6,
c1c2c(ccc1)N1C=NC(=O)C(=CC[C@H]3[C@@H]4[C@H](O)C=CC=C4CC=C3)[C@@H]1C2,4.898454829,3.3521,0.651531767,27,358.1681279,1,3,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
N=C(N1CCOC=C1)C=CCCC[C@H]1CCNC1,4.202731559,2.10307,0.445508143,18,249.1841124,2,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1CCC(c2c(F)c(cnc2)[C@@H]2C=CNC=N2)CCC1,3.814471018,3.8448,0.831095673,20,273.1641259,1,3,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
C(=N)(C=C)C1=C(N)CCC1,3.864756546,1.58887,0.556284511,10,136.1000484,2,2,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
[C@H]1(N2C(=N[C@H]3C(=N)N(CC3=N2)C)NC1=C)[C@H]1C=CC=C(C=C1)C=NCN,5.720478667,0.44637,0.642561936,26,350.1967427,3,7,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
C1C=CCC2=C1S[C@H](C=NC[C@@H](O)C1=C(C=C(OC)CC=C1)N)C=N2,5.404194127,2.8689,0.585583884,25,357.151098,2,6,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
N1=C([C@@H](Cl)C(=CC(C)C)C1)N=C[C@H]1Nc2c(C1)cccn2,4.881176896,3.0909,0.51833604,21,302.1298243,1,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
[C@H](C1=CC=C[C@H](C=C1)N=C1OCCC1)(CCC(=O)O)C,4.500137128,3.1172,0.838283948,20,275.1521435,1,3,0,TRUE,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,2,
C1(=O)C(=CCC=C1O)CNC1=CC2=C([C@@H](C=C1)C)CCO2,4.494394384,2.6813,0.836751647,21,285.1364935,2,4,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
c1c([C@H]2CN3C4=C(N=C(C)[C@H]3C2)[C@@H](CC(=O)O)NCCC4)ccnc(=N)n1,4.636757079,1.02677,0.733999845,27,368.196074,3,7,0,TRUE,0,0,0,0,1,0.25,1,0.25,2,0.5,0,0,0,0,0,0,0,0,4,
C1(CCCC1)[C@@H]1C(=C)[C@H](CC1)OC(F)(F)F,3.774658674,4.0478,0.654859121,16,234.1231498,0,1,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
C1CC2=C3C=C(CC4=N[C@@H]5CC(=C(O)C5=CC=C4OC(=N)N13)O)CNN(C2=O)[C@H]1CC[C@@H](C1)OC,6.565596551,2.50677,0.478667604,35,479.216869,4,8,0,TRUE,0,0,0,0,3,0.5,0,0,1,0.166666667,1,0.166666667,1,0.166666667,0,0,0,0,6,
N([C@@H](C)C1=NCc2ccc(cc2C1)C)C,3.406463662,2.10002,0.780030699,15,202.1469986,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1c2=C[C@H](c3ccc4c(c3)nccc4)C3=C(OCO3)c2cc2=CC=NN(C)c12,4.259716732,2.7017,0.663556171,28,367.1320768,0,5,0,TRUE,0,0,0,0,1,0.166666667,5,0.833333333,0,0,0,0,0,0,0,0,0,0,6,
C1C(=CC2=CN=C3c4[nH]c5NNNc5c4NN3C2=C1)O,4.836789589,1.2878,0.424349897,20,269.102508,6,7,1,TRUE,0,0,0,0,3,0.6,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
c1(O)ccc2Cc3ccc4N[C@H](c5ccccc5)Oc4c3C(=O)c2c1,3.129976436,4.0305,0.553433393,25,329.1051933,2,4,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
C1c2c(C[C@@H]3C4=C(C[C@@H]13)CC(=O)O4)c(n[nH]2)NC(C)C,4.51073065,2.1657,0.810363658,20,273.1477268,2,4,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
C1=NC2=NC=CCC2=CC1,4.267240136,1.7032,0.47898871,10,132.0687483,0,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C12=C(CC(=CC2)[C@H]2C=C(C)C=C(C3CCCC3)C=C2)[C@H]2N(N1)c1c(cccc1)C2,4.426406158,6.1591,0.616368362,29,382.240899,1,2,1,TRUE,0,0,0,0,3,0.5,2,0.333333333,1,0.166666667,0,0,0,0,0,0,0,0,6,
C1(=NC[C@H]2C(=NC1=O)C=CC1=C2C[C@@H]2[C@H]1CCC2)C,4.718631869,2.7311,0.65503351,19,254.1419132,0,2,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
N1C(=CC(=CC1)c1cc2c(c3=CCCN=c3nc2)cc1)C,3.703681338,1.929,0.863224045,21,275.1422475,1,3,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
C12=CCC=NC1=NC1=C=CC=CC=C[C@@H]21,5.268131574,2.5806,0.529408717,15,194.0843983,0,2,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,0,0,1,0.333333333,0,0,0,0,0,0,3,
c1c(C)cc2c(c1)[C@@H](N)c1c(c(c(cn1)Cl)O)C2,3.455488651,2.70132,0.765692945,18,260.0716407,2,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
N1=C(N=C(C1=N)NC1=CCC=CC1=O)[C@@H]1C[C@@H](C(=O)NO)CC1,4.607386007,0.69847,0.451295499,23,315.1331394,4,6,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1c(c2c(=S)ncc(cc2)C2CCC2)cc2c([C@H](C)NC=C2)n1,3.73134634,4.77549,0.808173697,23,321.1299686,1,4,0,TRUE,0,0,1,0.25,0,0,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C1=Cc2c(c3c(nn2)C=CCC=C3)Cc2ccccc12,3.42150118,3.9813,0.609200988,20,258.1156984,0,2,0,TRUE,0,0,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,4,
C1(=N)[C@H](NC(=N)[C@@H]2C=C3C(=C(C(F)(F)F)CC=C3)C=C2)C=CCC1,5.136862004,4.22284,0.39536718,24,333.1452822,3,2,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
O=C1C[C@@H](C2=C(Cl)C=C3C(=C(Cl)C=C[C@@H]3N=C2)O)C(=C1c1cccc(O)c1)C,4.545174252,5.2052,0.698614276,28,413.0585488,2,4,1,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c1c2=NCC(=C=Cc2cc(=C)n1)c1ccc(cc1)F,3.974433839,1.9599,0.710208489,19,250.0906266,0,2,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
C1=C2NC(=N)C(=C3NC4=C(C=CCC=C4)N3)[C@H](C)N2[C@@H]2C(=C1)CC=C(NC(=O)CC(C)C)N=C2,5.31531758,3.01767,0.448193834,34,457.2590086,5,6,0,TRUE,0,0,0,0,1,0.2,2,0.4,2,0.4,0,0,0,0,0,0,0,0,5,
c1(c(C)cc2c(CN[C@@H]2CC)c1)Cl,3.107865898,3.20272,0.725947112,13,195.0814771,1,1,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1=CCc2c3n(c4=C[C@H]5c6c(OC5=CC=c4c3c(F)cc2C1)cccc6)F,4.425134388,3.8025,0.557088856,27,359.1121705,0,2,0,TRUE,0,0,0,0,2,0.333333333,3,0.5,1,0.166666667,0,0,0,0,0,0,0,0,6,
C1=CCC2=C(C1)N1[C@@H](C2)[C@H]2N[C@H]3C=C=C[C@@H](C=C=C3CNCC2=C[C@H]1C)F,6.503217372,3.0678,0.511648514,27,363.2110761,2,3,0,TRUE,0,0,0,0,1,0.2,2,0.4,0,0,2,0.4,0,0,0,0,0,0,5,
C1=CC=C2C=CC3=C(N(CC3)C(=C)c3cc4c(NC(=O)CCC4)nc3)C[C@H]2C1,4.140097295,4.7493,0.815948817,28,371.1997624,1,3,0,TRUE,0,0,0,0,1,0.2,2,0.4,2,0.4,0,0,0,0,0,0,0,0,5,
C=C1NC(=C2SC3=C(CC=C(C3)COC)N12)N=c1cccccc1,4.00567632,3.4153,0.857772419,24,337.1248832,1,5,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
C1NC2=C([C@@H](C)CC2=C1c1ccccc1O)O,3.569940807,2.5584,0.693347945,17,229.1102787,3,3,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C1C=C([C@H]([C@@H]2C(=O)[C@@H]3C(=C[C@H](C=C3O)[C@@H]3C=C(C)[C@@](C)(F)C[C@@]3(O)C)C2)NO)CC=N1,6.17539355,3.3834,0.404550146,31,430.2267857,4,6,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
FC1(c2cc3CNCCc3nc2NC(=N)[C@H]1C1=C2C(=C(C1)O)C[C@](F)(C=C2)O)F,5.16475589,2.96847,0.495512737,29,404.1460105,5,5,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
C12=NCC=C[C@H]1C=C[C@H](c1cnc3C=CC=C(Cc3c1)OCO)C=N2,5.134538462,2.8099,0.683080544,25,333.1477268,1,5,0,TRUE,0,0,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,4,
c12=C3[C@H]([C@@H]([C@H](C=C3)C3=CCCC(=C3)C#CC)O)N=c2ncc(c1)F,5.082282424,1.59,0.79890377,24,320.1324914,1,3,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
FC1=CCC(=C[C@@H]2N=C(N(O[C@@H]3N(C=C)C4=C([C@H](O)[C@H]5C=C(O)CC=C5C4)C3)C(=C12)C)C)N1C=NCC=C1,6.294995716,4.8754,0.517709146,38,517.2489181,2,8,1,TRUE,0,0,0,0,1,0.166666667,4,0.666666667,1,0.166666667,0,0,0,0,0,0,0,0,6,
N12C3=N[C@H]([C@H]4C=CC=CC=C4)C=C2C[C@@H]([C@@H]([C@@H]1CN3)C)[C@H]1C[C@H](C)NO1,5.757621512,2.5187,0.801775673,26,352.2263115,2,5,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
CCNc1cc(C(=O)C2=C3CC=CN=C3NC2)ccc1C,3.186632082,2.82522,0.834421117,21,281.1528122,2,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1cc(cnc1c1cc(cnc1)F)C(=N)C1=CCC(=NO)CC1,3.318792221,3.59107,0.516104362,23,310.1229893,2,5,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
[C@H]12C(=CC3=C4N1CC[C@H]4C(=NCc1ccc(C)c(c1)C)C=C3)C(=O)NC2,4.309501381,2.82864,0.895760644,26,345.1841124,1,3,0,TRUE,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
c1cccc2nc3c(cc12)c1cc([C@@H]2C=CCC=C2)ccc1[nH]3,2.815538435,5.469,0.463563604,23,296.1313485,1,1,1,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
C1=N[C@@H]2C=C[C@@H](OCCc3ccccc3)C=C(F)C2=Cc2cc(OC)cc(C(=O)O)c12,4.151573583,4.629,0.693568104,31,419.1532864,1,4,0,TRUE,0,0,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,4,
C12=CC=C3C(=C(C[C@H]3C(=O)N3C[C@H](CC3)F)N)[C@@H]1NNC2=C[C@@H]1C(=CCC=C1)F,5.445034696,2.4457,0.625241254,29,398.1918178,3,4,0,TRUE,0,0,0,0,3,0.6,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
C1=CCN=C[C@H]1C(=O)CC1=NCC=C2[C@H]1C[C@H]1c3ccccc3CC=C21,5.071205661,3.8696,0.768960888,26,342.1732133,0,3,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
C1N=C(CCC1)C=C1CC=CC=C1N,3.719604038,2.3402,0.673576979,14,188.1313485,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C([C@H]1C[C@H](CC)C(=NC)N1)[C@H]1OC2=C(C1)C=C(CC2)C,5.121581856,3.576,0.853190937,20,274.2045135,1,2,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C=C1[C@@H](CNO1)CC[C@H](C)CC,4.482003159,2.4774,0.697743966,12,169.1466642,1,2,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
c1c(c2ccc(cc2Cl)C)nc2CC=C(Cl)C(=O)c2c1,2.694848762,4.57192,0.772065912,20,303.0217693,0,2,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C12=NCNCC(=CCC(=N)NC3=NC=CCC3=O)[C@@H]2C=C([C@H]([C@@H]1F)C(=O)O)F,5.568888243,1.27857,0.327441364,28,391.1455959,4,6,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
N1=c2cncnc2=NC(=N)[C@H]1c1cnccc1,3.933489345,-0.15703,0.729839156,17,224.0810443,1,5,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C12=C(CC(=N)N1)[C@H]1C(=CN2)C(=O)N=C2C3=C(C[C@H]12)CCCCC3,4.934631889,2.53367,0.643340162,23,308.1637113,3,3,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
C1=C[C@H](C=CC1)[C@H]1Cc2c([C@@H]1C)[nH]c1c2ccc(Cl)c1,3.927505437,5.2294,0.689913422,20,283.1127773,1,0,1,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
N(C(=N)CC(=N)c1ccccc1)CN1C[C@@H](C(=O)O)CCC1,3.289396651,1.76554,0.475014516,22,302.1742759,4,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1CC(=C(C=CCC1)N)C1=CC=C(C(=O)C1)F,3.638518505,3.082,0.755908779,17,233.1215924,1,2,0,TRUE,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,2,
C1CCC2=C1NC1=C(C=N2)CC(=C2[C@@H](CO)C=C(C)C=C2)N1,4.672787726,2.6395,0.696837942,22,295.1684623,3,4,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
Nc1ccc2c(ncc3N=C4C(=C5[C@@H]([C@@H]6[N@](C5)CCC6)C4)Cc23)c1,4.173171443,3.2401,0.759194405,24,316.1687966,1,4,0,TRUE,0,0,0,0,3,0.5,3,0.5,0,0,0,0,0,0,0,0,0,0,6,
c1(ccc(c2cncc(F)c2)cc1)N,1.864969816,2.4699,0.698007124,14,188.0749765,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1c(F)c(F)c2[C@H](C(=C3C(=C(C)NN3)C)Oc2c1)N,3.899020949,1.9703,0.670964372,19,265.1026685,3,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C1=C([C@H]2CC3=C(CCCC3)C2)C(=O)CC(=N1)C(=C)C1=CCC(=CC=C1)O,4.200960566,5.4491,0.690236391,26,347.188529,1,3,1,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C=C1CC=C(CN1)C1=C(CC(=C2CC=C(C(=C2)C)Cl)N1)C,4.336573738,4.4139,0.749152254,21,300.1393264,2,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
n1c(NNC)cc(c2c3c(cnc(=N[C@H]4CC(=C(C4)C)CN)cc3F)ccc2)cc1,4.115856889,3.3205,0.448489474,30,404.212473,3,6,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
CC1=CC[C@H](CC1)NCC,3.084004855,2.0947,0.57758119,10,139.1360995,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1[C@H]2C(=C[C@@H](C(=C2)O)CC(=O)O)C2=C1N[C@@H](C)C2,4.956420029,2.115,0.698721285,18,247.1208434,3,3,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C1=Cc2c(cc3c(c2)CNC2=CC=CN([C@H]2C=CO3)c2c(Cl)cc(cc2)Cl)C=CN1,4.750176678,5.8201,0.590878726,30,435.0905176,2,4,1,TRUE,0,0,0,0,0,0,3,0.6,1,0.2,0,0,1,0.2,0,0,0,0,5,
c1c2c(ccc1)N[N@]1CC3=C(C=N[C@@H]4C3=CC=CC(=O)c3c4cccc3)[C@@H]21,4.241810776,4.185,0.774167558,27,351.1371622,1,4,0,TRUE,0,0,0,0,2,0.333333333,3,0.5,0,0,1,0.166666667,0,0,0,0,0,0,6,
